date,mine_sector,rainfall_mm_day,temperature_c,soil_moisture_pct,fleet_capacity_pct,blasting_events,target_yield_mt,actual_yield_mt,shortfall_mt,condition_type,root_cause,suggested_action,feasibility_pct,recovered_yield_mt
2023-01-17,Balaghat Central Mine,12.0,31.9,27.1,60.8,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,85.8,14800
2023-01-17,Mansar West Mine,12.0,31.9,27.1,60.8,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,86.3,14800
2023-01-17,Dongri Buzurg Mine,12.0,31.9,27.1,60.8,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,95.8,14800
2023-01-17,Ukwa East Mine,12.0,31.9,27.1,60.8,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,93.5,14800
2023-01-18,Balaghat Central Mine,7.6,29.6,41.3,85.5,3,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,90.1,0
2023-01-18,Mansar West Mine,7.6,29.6,41.3,85.5,3,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,88.1,0
2023-01-18,Dongri Buzurg Mine,7.6,29.6,41.3,85.5,3,1500,14860,140,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,92.8,140
2023-01-18,Ukwa East Mine,7.6,29.6,41.3,85.5,3,1500,11727,3273,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,91.4,3273
2023-01-19,Balaghat Central Mine,9.7,22.3,23.2,56.2,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,89.1,14800
2023-01-19,Mansar West Mine,9.7,22.3,23.2,56.2,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,88.4,14800
2023-01-19,Dongri Buzurg Mine,9.7,22.3,23.2,56.2,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,88.3,14800
2023-01-19,Ukwa East Mine,9.7,22.3,23.2,56.2,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,95.7,14800
2023-01-20,Balaghat Central Mine,14.5,31.4,33.5,88.3,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,96.0,0
2023-01-20,Mansar West Mine,14.5,31.4,33.5,88.3,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,85.7,0
2023-01-20,Dongri Buzurg Mine,14.5,31.4,33.5,88.3,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,93.6,0
2023-01-20,Ukwa East Mine,14.5,31.4,33.5,88.3,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,89.8,0
2023-01-21,Balaghat Central Mine,17.1,20.5,43.4,56.9,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,91.4,14800
2023-01-21,Mansar West Mine,17.1,20.5,43.4,56.9,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,90.1,14800
2023-01-21,Dongri Buzurg Mine,17.1,20.5,43.4,56.9,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,90.5,14800
2023-01-21,Ukwa East Mine,17.1,20.5,43.4,56.9,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,93.6,14800
2023-01-22,Balaghat Central Mine,14.9,25.3,26.1,90.3,2,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,90.2,0
2023-01-22,Mansar West Mine,14.9,25.3,26.1,90.3,2,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,94.9,0
2023-01-22,Dongri Buzurg Mine,14.9,25.3,26.1,90.3,2,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,97.0,0
2023-01-22,Ukwa East Mine,14.9,25.3,26.1,90.3,2,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,90.5,0
2023-01-23,Balaghat Central Mine,17.2,20.6,30.9,85.7,1,1500,14950,50,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,90.9,50
2023-01-23,Mansar West Mine,17.2,20.6,30.9,85.7,1,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,89.8,0
2023-01-23,Dongri Buzurg Mine,17.2,20.6,30.9,85.7,1,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,91.2,0
2023-01-23,Ukwa East Mine,17.2,20.6,30.9,85.7,1,1500,12042,2958,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,95.0,2958
2023-01-24,Balaghat Central Mine,15.4,28.9,26.7,81.7,4,1500,11732,3268,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,96.5,3268
2023-01-24,Mansar West Mine,15.4,28.9,26.7,81.7,4,1500,12703,2297,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,90.9,2297
2023-01-24,Dongri Buzurg Mine,15.4,28.9,26.7,81.7,4,1500,12626,2374,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,87.1,2374
2023-01-24,Ukwa East Mine,15.4,28.9,26.7,81.7,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,86.0,0
2023-01-25,Balaghat Central Mine,15.7,30.4,40.6,85.7,5,1500,14665,335,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,90.4,335
2023-01-25,Mansar West Mine,15.7,30.4,40.6,85.7,5,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,87.2,0
2023-01-25,Dongri Buzurg Mine,15.7,30.4,40.6,85.7,5,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,95.9,0
2023-01-25,Ukwa East Mine,15.7,30.4,40.6,85.7,5,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,86.3,0
2023-01-26,Balaghat Central Mine,3.4,29.8,19.7,60.4,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,93.8,14800
2023-01-26,Mansar West Mine,3.4,29.8,19.7,60.4,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,88.2,14800
2023-01-26,Dongri Buzurg Mine,3.4,29.8,19.7,60.4,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,87.5,14800
2023-01-26,Ukwa East Mine,3.4,29.8,19.7,60.4,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,85.7,14800
2023-01-27,Balaghat Central Mine,3.8,25.7,33.2,75.7,3,1500,14173,827,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,91.5,827
2023-01-27,Mansar West Mine,3.8,25.7,33.2,75.7,3,1500,13124,1876,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,91.3,1876
2023-01-27,Dongri Buzurg Mine,3.8,25.7,33.2,75.7,3,1500,12194,2806,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,96.5,2806
2023-01-27,Ukwa East Mine,3.8,25.7,33.2,75.7,3,1500,13898,1102,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,92.4,1102
2023-01-28,Balaghat Central Mine,3.6,20.1,44.5,56.6,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,87.1,14800
2023-01-28,Mansar West Mine,3.6,20.1,44.5,56.6,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,94.4,14800
2023-01-28,Dongri Buzurg Mine,3.6,20.1,44.5,56.6,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,96.2,14800
2023-01-28,Ukwa East Mine,3.6,20.1,44.5,56.6,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,89.2,14800
2023-01-29,Balaghat Central Mine,15.5,27.0,25.5,93.1,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,88.8,0
2023-01-29,Mansar West Mine,15.5,27.0,25.5,93.1,4,1500,11212,3788,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,88.7,3788
2023-01-29,Dongri Buzurg Mine,15.5,27.0,25.5,93.1,4,1500,6932,8068,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,87.1,8068
2023-01-29,Ukwa East Mine,15.5,27.0,25.5,93.1,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,96.9,0
2023-01-30,Balaghat Central Mine,14.3,20.1,18.2,73.7,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,97.0,14800
2023-01-30,Mansar West Mine,14.3,20.1,18.2,73.7,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,87.7,14800
2023-01-30,Dongri Buzurg Mine,14.3,20.1,18.2,73.7,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,93.8,14800
2023-01-30,Ukwa East Mine,14.3,20.1,18.2,73.7,2,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,96.3,14800
2023-01-31,Balaghat Central Mine,17.5,20.1,20.3,60.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,94.2,14800
2023-01-31,Mansar West Mine,17.5,20.1,20.3,60.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,89.6,14800
2023-01-31,Dongri Buzurg Mine,17.5,20.1,20.3,60.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,95.3,14800
2023-01-31,Ukwa East Mine,17.5,20.1,20.3,60.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,92.2,14800
2023-02-01,Balaghat Central Mine,13.4,23.7,15.0,94.2,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,87.6,0
2023-02-01,Mansar West Mine,13.4,23.7,15.0,94.2,4,1500,11186,3814,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,96.3,3814
2023-02-01,Dongri Buzurg Mine,13.4,23.7,15.0,94.2,4,1500,11914,3086,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,91.3,3086
2023-02-01,Ukwa East Mine,13.4,23.7,15.0,94.2,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,87.0,0
2023-02-02,Balaghat Central Mine,16.2,22.1,29.9,87.6,2,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,85.9,0
2023-02-02,Mansar West Mine,16.2,22.1,29.9,87.6,2,1500,11787,3213,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,93.7,3213
2023-02-02,Dongri Buzurg Mine,16.2,22.1,29.9,87.6,2,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,94.0,0
2023-02-02,Ukwa East Mine,16.2,22.1,29.9,87.6,2,1500,9363,5637,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,89.5,5637
2023-02-03,Balaghat Central Mine,0.8,20.9,25.4,69.1,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,91.1,14800
2023-02-03,Mansar West Mine,0.8,20.9,25.4,69.1,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,88.9,14800
2023-02-03,Dongri Buzurg Mine,0.8,20.9,25.4,69.1,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,96.0,14800
2023-02-03,Ukwa East Mine,0.8,20.9,25.4,69.1,1,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,87.6,14800
2023-02-04,Balaghat Central Mine,19.2,26.2,23.6,88.7,5,1500,10974,4026,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,89.6,4026
2023-02-04,Mansar West Mine,19.2,26.2,23.6,88.7,5,1500,11973,3027,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,93.0,3027
2023-02-04,Dongri Buzurg Mine,19.2,26.2,23.6,88.7,5,1500,10977,4023,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,93.7,4023
2023-02-04,Ukwa East Mine,19.2,26.2,23.6,88.7,5,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,92.7,0
2023-02-05,Balaghat Central Mine,7.5,24.0,19.4,83.9,5,1500,14545,455,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,98.0,455
2023-02-05,Mansar West Mine,7.5,24.0,19.4,83.9,5,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,85.3,0
2023-02-05,Dongri Buzurg Mine,7.5,24.0,19.4,83.9,5,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,88.1,0
2023-02-05,Ukwa East Mine,7.5,24.0,19.4,83.9,5,1500,10667,4333,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,89.3,4333
2023-02-06,Balaghat Central Mine,3.4,31.7,41.3,58.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,94.5,14800
2023-02-06,Mansar West Mine,3.4,31.7,41.3,58.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,88.1,14800
2023-02-06,Dongri Buzurg Mine,3.4,31.7,41.3,58.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,93.2,14800
2023-02-06,Ukwa East Mine,3.4,31.7,41.3,58.5,5,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,90.2,14800
2023-02-07,Balaghat Central Mine,9.2,29.1,27.0,93.5,4,1500,15000,0,NORMAL,Optimal Mine Operations,Maintain Standard Production Schedule,90.4,0
